questionType,asin,answerTime,unixTime,question,answer,answerType
open-ended,B005LD2ADQ,"Jun 18, 2014",1403074800.0,"How does it work on HEAVY, 4 years of constant, closed door smoking room (walls painted and carpets cleaned already)?","Sara, I have used ZEP for the past few years as a quick way to freshen up the car or a bedroom from smoking odors. It will neutralize the smell of tobacco that is in the air, via a chemical reaction (more than just masking with a scent). However, this product will not remove smoking odor that has become saturated into fabric such as carpet, or drywall material. The only effective method to extract impregnated odors is by using a high quality ozone generator (over 3000 mg/h). For the price ($89.), this unit: http://www.amazon.com/dp/B007GS3T8O/ref=wl_it_dp_o_pC_nS_ttl?_encoding=UTF8&colid=KTA1084TTDPH&coliid=I18A6OYCZC1QV9 does an exceptional job. You will need a good room fan, and you must leave the house for 4 hours or more because ozone is toxic at this level. However, it dissipates quickly when the doors are opened, and it's safe after a few minutes of exposure to open air. Restoration contractors use these types of ozone generators to remove smoke odors after fire damage, smells after flooding, mold (including toxic molds), and the stench caused by just about any other rotting substance. And hotels use them to get rid of tobacco smoke. A good ozone generator will absolutely remove the odor of 4 years of constant smoking in a closed room. There isn't any kind of spray in a can that will do it. I hope this helps you.",
yes/no,B005LD2ADQ,"Sep 22, 2014",1411369200.0,Does it eliminate woodstove smoke that escapes when loading with wood?,I have only used on cigarette smoke. It did the trick but after a period of a couple months the smoky smell is back although not as strong.,?
open-ended,B005LD2ADQ,6 days ago,,what does it smell like?,"this smells so good for two days it never leave your house your roomsmoke odor older an account holder that you have in your house this is the best spary you can ever have in your house , you will not go back to your old soray ever again it long a very long time , also its good for your car also which it put in my car but only thing you much buy more then one can",
open-ended,B005LD2ADQ,5 days ago,,what does it smell like?,a funky fresh smell,
yes/no,B005LD2ADQ,"Nov 3, 2014",1415001600.0,Will it remove cigarette smoke from wood/wicker furniture without damaging the stain?,"Seeing as how I've never actually tried that, I cannot say for certain. However, I do know that once it's sprayed on something (clothing, hair, etc), it does leave a very faint and somewhat oily residue. I would go with a large bottle of Gone Smoke, also available on Amazon. It dries almost instantly to the touch and also gets rid of the odors like cigarette smoke etc. It's safe to spray on fabrics and inside closets, so I would imagine it would probably be OK on wood or wicker. It also comes in cans of 16 ounces. Hope that helps.",?
open-ended,B005LD2ADQ,"Oct 12, 2014",1413097200.0,Can you spray this on a smoke smelling couch? Is it furniture safe?,"I only used it on a chair which smelled strongly of cigarette smoke It didn't appear to harm the fabric. It did well to get rid of the smell almost completely. A couple months later the smoky smell started to reappear, so you may need to spray it more than once. Still should be a big improvement.",
yes/no,B005LD2ADQ,"Jul 17, 2014",1405580400.0,Will this remove the nasty smell of smoke from a leather purse with soft suede like material inside?,"YES, but the idiots at shipping from Zep did not look at spray tip under cap mine came broken and i contacted them about it no one has replaced it as of yet i cannot send back because they said hazardous material cannot return , now i have the can but no way to use it !!!!!!!!!!!!!!! I went to a local store and purchased a can and made sure tip was working. Product works just amazon sucks cause im stuck witha broken tip inside the can",?
open-ended,B005LD2ADQ,"Jul 3, 2014",1404370800.0,"Why is this so expensive, I just bought the same thing at Home Depot for $4.98.","The item you purchased from Home Depot was the 'White Cap' 'non-professional' strength type. The Depot did sell the 'Black Cap' 'Professional Strength' version (same as here) at one time, for approximately $7.00, but my local store (Laurel, MD) discontinued selling it. In my opinion, there is a substantial difference in strength between the two versions, and my preference is for the 'Black Cap' professional strength version.",
open-ended,B005LD2ADQ,"Oct 8, 2013",1381215600.0,Why does my dispenser keep spraying tell the can is empty? And it has new batteries!,This is a spray can. It doesn't have batteries.,
open-ended,B005LD2ADQ,"Jun 22, 2014",1403420400.0,I have inherited a vinyl/leather chair from a chain smoker house. Will this get rid of the odor forever and can it be sprayed directly on chair?,Yes,
open-ended,B005LRSAT0,"Jul 23, 2014",1406098800.0,How large are the largest in Inches?,"1.75 ID , 2.125 OD",
yes/no,B005LRSAT0,"Apr 24, 2014",1398322800.0,Can this orings be used in brake/hidraulyc systems?,"These O-rings ( Buna-N, the N stands for nitrile ) can be used in hydraulic systems using hydraulic oils. They can only be used in brake systems using DOT #5 ( silicone ) fluid. Brake systems with DOT #2,3, and 4 fluids are to be avoided.",?
open-ended,B005LRSAT0,"Nov 10, 2014",1415606400.0,"This product is, what is the reason to be that we should avoid the brake cylinder (dot4) O- ring?",These rings are not resistant to corrosive fluids like brake fluid.,
open-ended,B005LRSAT0,"Oct 17, 2014",1413529200.0,Suitable for automotive repair?,"Yes, depending on application.",
open-ended,B005LRSAT0,"Sep 18, 2014",1411023600.0,what is the smallest,"#6, about 1/16 inch interior diameter",
open-ended,B005LRSAT0,"Apr 20, 2014",1397977200.0,"What are dash sizes? Why not just state the actual size in mm? They're metric o-rings, right?",not sure what the dash is here. but these are not simply metric sizes. number 325 is not 325 millimeters. I am very happy with them.,
open-ended,B005LRSAT0,"Feb 12, 2014",1392192000.0,are these O rings compatible with Propane such as would be used on BBQ or travel trailer heating?,Yes,
open-ended,B005LRSAT0,"Apr 21, 2014",1398063600.0,"What are dash sizes? Why not just state the actual size in mm? They're metric o-rings, right?","Mr. Fenels, the dash size, each dash is the size of o-ring set of the old o-ring to dash size or the width of o-ring grove which the o-ring fits into. I don't know why they just don't say this size (in inches) fits this size ring ?? The set I got is in ""Inches"". I try to get the old o-ring off and size it with the new one then just slip the new one on. I have used several of these O-rings since got the kit, plus have used some as stops/holders on rods I like to keep in place, they can be used for many other little jobs besides what they were intended for. They seem to be high quality rings. Hope this will help you. Best regards, Charles",
open-ended,B005MQO95O,"Aug 12, 2013",1376290800.0,Does this paper test for different levels of ph or just acid vs. base?,Litmus paper only indicates whether the substance is an acid or base. If blue litmus paper turns red the substance is a base.,
open-ended,B005MQO95O,"Sep 22, 2013",1379833200.0,the product comes with the pH chart or only the strips,"Well it's only blue litmus paper, which will turn red in the presence of an acid, so no chart really necessary...maybe you are thinking of pH paper that changes several different colors?",
open-ended,B005MQO95O,"Jun 14, 2014",1402729200.0,I need litmus paper to use in checking the acid level in homemade honey vinegar. Which type do I use.,"Hi Carla, Not sure if this is what you want. I bought it for testing the ph in our club kitchen dishes rinse water. Turns out this is the right one. 2 places to check for the right kind: local health department (they set me straight) and county extension agency. good luck",
yes/no,B005MSHFDU,7 days ago,,is the top glass stopper 24/40?,"No it is not, it is size 14/20. The white rubber hose that comes with this product contaminates your distillate so it is useless! You must use a connector such as ""Scilogex 18300200 Glass Connector, NS 24/40-NS 14/20 Size"" (http://www.amazon.com/gp/product/B00C3NQPCO/ref=oh_aui_search_detailpage?ie=UTF8&psc=1)",N
yes/no,B005MSHFDU,"Jun 12, 2014",1402556400.0,CAN YOU USE THISFOR VODKA DISTILLATION?,"Yes, but if you have to ask this question you probably aren't qualified to be doing that.",Y
open-ended,B005MSHFDU,"May 14, 2014",1400050800.0,"Can you confirm that the length of the entire glass piece is ~13 inches, please? Product Features says 13 inches, Product Details says 17 inches.","Hi Eye95: I'd be happy to help. I actually pulled the condenser out to make certain. Here you go: Full length of condenser is ~16"" (includes the initial connector to the bottom as product out tube). Vapor tube (coils/water jacket) alone is ~10"". Hope this helps. I looked back at the Amazon.com description and it does NOT match the product as you have read. I'm not sure how to alert Amazon but maybe this message can be forwarded. With that said, the product has been of excellent quality and performance piece. I would buy again if needed. Regards, Xander",
open-ended,B005MSHFDU,"Sep 14, 2013",1379142000.0,How long is the tan coloured tube connecting the boiler flask to the top of the condenser?,12 inches,
open-ended,B005MSHFDU,"Jan 16, 2015",1421395200.0,"Can you confirm the inside diameter of the hose that connects to the glass nipple, that is, the coolant inlet and outlet?",the inner diameter is .8cm,
open-ended,B005MSHFDU,"Aug 16, 2014",1408172400.0,What is the size of the top glass joint?,Standard 14mm pinch glass fitting,
open-ended,B005MYXIIK,"May 17, 2014",1400310000.0,Can it be used on walls or only on floors?,"Yes it is also for cracks in walls. I did 5 different wall cracks in my basement over a year ago, and they are still dry.",
open-ended,B005MYXIIK,"Feb 20, 2015",1424419200.0,"Can anyone describe the flow rate? Like in a comparison? ie, like elmer's glue, like motor oil etc? And, what's the compressive strength? Thanks.",It has a motor oil consistency for about 24 hours. Think a 5-10 weight oil.,
open-ended,B005MYXIIK,"Oct 7, 2014",1412665200.0,It seems not to be curing? It has been several days. Some places have harden and others are tacky.Is there a hardener i can buy?,The hardener was inside the tube with the epoxy. When you cracked it open it was important to shake it for a few minutes. Not sure why yours isn't setting up.,
yes/no,B005MYXIIK,"Jul 10, 2014",1404975600.0,"Can i use sand to fill some narrow cracks which are about 2"" deep in places. This is for upper level cement ""mud"" floor. Should i add the sand first ?",maybe you can not sure.. I did not add any sand which took me a good at least couple tubes and more in larger cracks to fill and come back again after the first round dries out.. But excellent product in terms of strength I've tried it also on a Granite slab/kitchen counter crack that all other Granite professional grade glues failed and it worked very well. Only thing again you have to do one tube and after it receeds you come next day or couple hours later and need to use a new tube to fill well. when it's full it's rock solid. Just expensive though.,N
